Frame,Team,Player,X,Y
281,Team B,2,76.0,8.0
281,Team B,3,61.0,19.0
281,Team B,4,35.0,44.0
281,Team B,5,20.0,29.0
281,Team B,6,24.0,35.0
281,Team B,7,76.0,22.0
281,Team B,8,88.0,27.0
281,Team B,9,70.0,61.0
281,Team B,10,43.0,13.0
282,Team A,0,45.0,43.0
282,Team A,1,54.0,16.0
282,Team A,2,54.0,24.0
282,Team A,3,69.0,53.0
282,Team A,4,33.0,56.0
282,Team A,5,2.0,15.0
282,Team A,6,2.0,62.0
282,Team A,7,6.0,33.0
282,Team A,8,45.0,61.0
282,Team A,9,23.0,25.0
282,Team A,10,48.0,28.0
282,Team B,0,65.0,9.0
282,Team B,1,100.0,6.0
282,Team B,2,76.0,8.0
282,Team B,3,61.0,19.0
282,Team B,4,34.0,45.0
282,Team B,5,20.0,29.0
282,Team B,6,23.0,36.0
282,Team B,7,76.0,22.0
282,Team B,8,88.0,27.0
282,Team B,9,70.0,61.0
282,Team B,10,43.0,13.0
283,Team A,0,45.0,43.0
283,Team A,1,53.0,17.0
283,Team A,2,54.0,24.0
283,Team A,3,70.0,52.0
283,Team A,4,33.0,56.0
283,Team A,5,2.0,15.0
283,Team A,6,2.0,62.0
283,Team A,7,6.0,33.0
283,Team A,8,45.0,61.0
283,Team A,9,23.0,25.0
283,Team A,10,47.0,29.0
283,Team B,0,65.0,9.0
283,Team B,1,101.0,5.0
283,Team B,2,76.0,8.0
283,Team B,3,61.0,19.0
283,Team B,4,33.0,44.0
283,Team B,5,21.0,28.0
283,Team B,6,22.0,35.0
283,Team B,7,76.0,22.0
283,Team B,8,88.0,27.0
283,Team B,9,69.0,62.0
283,Team B,10,44.0,12.0
284,Team A,0,45.0,43.0
284,Team A,1,54.0,16.0
284,Team A,2,54.0,24.0
284,Team A,3,69.0,53.0
284,Team A,4,32.0,55.0
284,Team A,5,2.0,15.0
284,Team A,6,3.0,61.0
284,Team A,7,6.0,33.0
284,Team A,8,45.0,61.0
284,Team A,9,22.0,26.0
284,Team A,10,48.0,28.0
284,Team B,0,65.0,9.0
284,Team B,1,100.0,6.0
284,Team B,2,76.0,8.0
284,Team B,3,61.0,19.0
284,Team B,4,34.0,44.0
284,Team B,5,22.0,27.0
284,Team B,6,22.0,35.0
284,Team B,7,76.0,22.0
284,Team B,8,88.0,27.0
284,Team B,9,70.0,63.0
284,Team B,10,43.0,13.0
285,Team A,0,45.0,43.0
285,Team A,1,53.0,17.0
285,Team A,2,54.0,24.0
285,Team A,3,69.0,53.0
285,Team A,4,33.0,56.0
285,Team A,5,2.0,15.0
285,Team A,6,2.0,60.0
285,Team A,7,6.0,33.0
285,Team A,8,45.0,61.0
285,Team A,9,23.0,25.0
285,Team A,10,47.0,27.0
285,Team B,0,65.0,9.0
285,Team B,1,100.0,6.0
285,Team B,2,76.0,8.0
285,Team B,3,60.0,20.0
285,Team B,4,35.0,44.0
285,Team B,5,21.0,28.0
285,Team B,6,22.0,35.0
285,Team B,7,76.0,22.0
285,Team B,8,88.0,27.0
285,Team B,9,70.0,62.0
285,Team B,10,43.0,13.0
286,Team A,0,45.0,43.0
286,Team A,1,54.0,16.0
286,Team A,2,55.0,25.0
286,Team A,3,69.0,53.0
286,Team A,4,33.0,56.0
286,Team A,5,2.0,15.0
286,Team A,6,2.0,61.0
286,Team A,7,6.0,33.0
286,Team A,8,45.0,61.0
286,Team A,9,23.0,25.0
286,Team A,10,48.0,28.0
286,Team B,0,66.0,8.0
286,Team B,1,99.0,7.0
286,Team B,2,76.0,8.0
286,Team B,3,61.0,19.0
286,Team B,4,35.0,44.0
286,Team B,5,20.0,29.0
286,Team B,6,22.0,35.0
286,Team B,7,76.0,22.0
286,Team B,8,88.0,27.0
286,Team B,9,70.0,61.0
286,Team B,10,44.0,12.0
287,Team A,0,44.0,44.0
287,Team A,1,55.0,15.0
287,Team A,2,54.0,24.0
287,Team A,3,69.0,53.0
287,Team A,4,33.0,56.0
287,Team A,5,2.0,15.0
287,Team A,6,2.0,62.0
287,Team A,7,6.0,33.0
287,Team A,8,45.0,61.0
287,Team A,9,23.0,25.0
287,Team A,10,47.0,27.0
287,Team B,0,65.0,9.0
287,Team B,1,100.0,6.0
287,Team B,2,76.0,8.0
287,Team B,3,61.0,19.0
287,Team B,4,35.0,44.0
287,Team B,5,19.0,28.0
287,Team B,6,22.0,35.0
287,Team B,7,76.0,22.0
287,Team B,8,87.0,28.0
287,Team B,9,70.0,61.0
287,Team B,10,45.0,11.0
288,Team A,0,45.0,43.0
288,Team A,1,54.0,14.0
288,Team A,2,54.0,24.0
288,Team A,3,69.0,53.0
288,Team A,4,33.0,56.0
288,Team A,5,2.0,15.0
288,Team A,6,2.0,62.0
288,Team A,7,6.0,33.0
288,Team A,8,45.0,61.0
288,Team A,9,24.0,26.0
288,Team A,10,48.0,28.0
288,Team B,0,65.0,9.0
288,Team B,1,100.0,6.0
288,Team B,2,76.0,8.0
288,Team B,3,62.0,18.0
288,Team B,4,35.0,44.0
288,Team B,5,20.0,29.0
288,Team B,6,22.0,35.0
288,Team B,7,76.0,22.0
288,Team B,8,88.0,27.0
288,Team B,9,70.0,61.0
288,Team B,10,44.0,12.0
289,Team A,0,45.0,43.0
289,Team A,1,55.0,15.0
289,Team A,2,53.0,23.0
289,Team A,3,69.0,53.0
289,Team A,4,32.0,55.0
289,Team A,5,2.0,15.0
289,Team A,6,2.0,62.0
289,Team A,7,6.0,33.0
289,Team A,8,46.0,60.0
289,Team A,9,23.0,25.0
289,Team A,10,48.0,28.0
289,Team B,0,65.0,9.0
289,Team B,1,100.0,6.0
289,Team B,2,76.0,8.0
289,Team B,3,61.0,19.0
289,Team B,4,35.0,44.0
289,Team B,5,20.0,29.0
289,Team B,6,22.0,35.0
289,Team B,7,76.0,22.0
289,Team B,8,88.0,27.0
289,Team B,9,69.0,62.0
289,Team B,10,43.0,13.0
290,Team A,0,45.0,43.0
290,Team A,1,55.0,15.0
290,Team A,2,54.0,24.0
290,Team A,3,69.0,53.0
290,Team A,4,33.0,56.0
290,Team A,5,2.0,15.0
290,Team A,6,2.0,62.0
290,Team A,7,6.0,33.0
290,Team A,8,45.0,61.0
290,Team A,9,23.0,25.0
290,Team A,10,48.0,28.0
290,Team B,0,65.0,9.0
290,Team B,1,99.0,7.0
290,Team B,2,76.0,8.0
290,Team B,3,61.0,19.0
290,Team B,4,35.0,44.0
290,Team B,5,19.0,28.0
290,Team B,6,22.0,35.0
290,Team B,7,76.0,22.0
290,Team B,8,88.0,27.0
290,Team B,9,68.0,61.0
290,Team B,10,43.0,13.0
291,Team A,0,46.0,44.0
291,Team A,1,55.0,15.0
291,Team A,2,54.0,24.0
291,Team A,3,69.0,53.0
291,Team A,4,34.0,55.0
291,Team A,5,2.0,15.0
291,Team A,6,2.0,62.0
291,Team A,7,6.0,33.0
291,Team A,8,44.0,62.0
291,Team A,9,24.0,24.0
291,Team A,10,48.0,28.0
291,Team B,0,65.0,9.0
291,Team B,1,100.0,6.0
291,Team B,2,76.0,8.0
291,Team B,3,60.0,18.0
291,Team B,4,35.0,44.0
291,Team B,5,18.0,27.0
291,Team B,6,22.0,35.0
291,Team B,7,76.0,22.0
291,Team B,8,88.0,27.0
291,Team B,9,67.0,62.0
291,Team B,10,43.0,13.0
292,Team A,0,45.0,43.0
292,Team A,1,55.0,15.0
292,Team A,2,55.0,23.0
292,Team A,3,69.0,53.0
292,Team A,4,33.0,56.0
292,Team A,5,2.0,15.0
292,Team A,6,3.0,63.0
292,Team A,7,7.0,32.0
292,Team A,8,43.0,63.0
292,Team A,9,23.0,25.0
292,Team A,10,48.0,28.0
292,Team B,0,65.0,9.0
292,Team B,1,100.0,6.0
292,Team B,2,76.0,8.0
292,Team B,3,59.0,17.0
292,Team B,4,34.0,45.0
292,Team B,5,19.0,28.0
292,Team B,6,21.0,34.0
292,Team B,7,76.0,22.0
292,Team B,8,87.0,28.0
292,Team B,9,66.0,63.0
292,Team B,10,43.0,13.0
293,Team A,0,45.0,43.0
293,Team A,1,54.0,14.0
293,Team A,2,54.0,24.0
293,Team A,3,69.0,53.0
293,Team A,4,33.0,56.0
293,Team A,5,2.0,15.0
293,Team A,6,2.0,62.0
293,Team A,7,6.0,33.0
293,Team A,8,44.0,62.0
293,Team A,9,22.0,24.0
293,Team A,10,48.0,28.0
293,Team B,0,65.0,9.0
293,Team B,1,99.0,5.0
293,Team B,2,75.0,9.0
293,Team B,3,60.0,18.0
293,Team B,4,35.0,44.0
293,Team B,5,20.0,29.0
293,Team B,6,22.0,35.0
293,Team B,7,76.0,22.0
293,Team B,8,88.0,27.0
293,Team B,9,67.0,62.0
293,Team B,10,43.0,13.0
294,Team A,0,45.0,43.0
294,Team A,1,55.0,15.0
294,Team A,2,54.0,24.0
294,Team A,3,69.0,53.0
294,Team A,4,32.0,55.0
294,Team A,5,1.0,14.0
294,Team A,6,2.0,62.0
294,Team A,7,7.0,34.0
294,Team A,8,43.0,63.0
294,Team A,9,23.0,25.0
294,Team A,10,48.0,28.0
294,Team B,0,64.0,10.0
294,Team B,1,100.0,6.0
294,Team B,2,76.0,8.0
294,Team B,3,61.0,19.0
294,Team B,4,36.0,45.0
294,Team B,5,20.0,29.0
294,Team B,6,22.0,35.0
294,Team B,7,77.0,23.0
294,Team B,8,88.0,27.0
294,Team B,9,68.0,61.0
294,Team B,10,42.0,12.0
295,Team A,0,46.0,42.0
295,Team A,1,54.0,14.0
295,Team A,2,53.0,23.0
295,Team A,3,69.0,53.0
295,Team A,4,33.0,56.0
295,Team A,5,2.0,15.0
295,Team A,6,2.0,62.0
295,Team A,7,6.0,33.0
295,Team A,8,44.0,62.0
295,Team A,9,23.0,25.0
295,Team A,10,48.0,28.0
295,Team B,0,65.0,9.0
295,Team B,1,101.0,7.0
295,Team B,2,76.0,8.0
295,Team B,3,60.0,18.0
295,Team B,4,35.0,44.0
295,Team B,5,20.0,29.0
295,Team B,6,23.0,34.0
295,Team B,7,76.0,22.0
295,Team B,8,88.0,27.0
295,Team B,9,69.0,61.0
295,Team B,10,41.0,11.0
296,Team A,0,45.0,43.0
296,Team A,1,55.0,15.0
296,Team A,2,54.0,24.0
296,Team A,3,68.0,54.0
296,Team A,4,33.0,56.0
296,Team A,5,2.0,15.0
296,Team A,6,2.0,62.0
296,Team A,7,6.0,33.0
296,Team A,8,45.0,61.0
296,Team A,9,22.0,26.0
296,Team A,10,48.0,28.0
296,Team B,0,65.0,9.0
296,Team B,1,100.0,6.0
296,Team B,2,76.0,8.0
296,Team B,3,59.0,17.0
296,Team B,4,35.0,44.0
296,Team B,5,20.0,29.0
296,Team B,6,22.0,35.0
296,Team B,7,76.0,22.0
296,Team B,8,88.0,27.0
296,Team B,9,70.0,60.0
296,Team B,10,42.0,12.0
297,Team A,0,45.0,43.0
297,Team A,1,54.0,14.0
297,Team A,2,53.0,23.0
297,Team A,3,69.0,55.0
297,Team A,4,32.0,55.0
297,Team A,5,3.0,16.0
297,Team A,6,2.0,62.0
297,Team A,7,6.0,33.0
297,Team A,8,45.0,61.0
297,Team A,9,23.0,25.0
297,Team A,10,48.0,28.0
297,Team B,0,66.0,10.0
297,Team B,1,100.0,6.0
297,Team B,2,76.0,8.0
297,Team B,3,60.0,18.0
297,Team B,4,35.0,44.0
297,Team B,5,21.0,28.0
297,Team B,6,22.0,35.0
297,Team B,7,76.0,22.0
297,Team B,8,87.0,28.0
297,Team B,9,71.0,59.0
297,Team B,10,43.0,13.0
298,Team A,0,45.0,43.0
298,Team A,1,55.0,15.0
298,Team A,2,52.0,24.0
298,Team A,3,69.0,54.0
298,Team A,4,31.0,54.0
298,Team A,5,2.0,17.0
298,Team A,6,3.0,63.0
298,Team A,7,6.0,33.0
298,Team A,8,45.0,61.0
298,Team A,9,23.0,25.0
298,Team A,10,48.0,28.0
298,Team B,0,65.0,9.0
298,Team B,1,100.0,6.0
298,Team B,2,76.0,8.0
298,Team B,3,61.0,19.0
298,Team B,4,35.0,44.0
298,Team B,5,20.0,29.0
298,Team B,6,22.0,35.0
298,Team B,7,77.0,21.0
298,Team B,8,86.0,29.0
298,Team B,9,70.0,60.0
298,Team B,10,43.0,13.0
299,Team A,0,44.0,44.0
299,Team A,1,55.0,15.0
299,Team A,2,53.0,24.0
299,Team A,3,69.0,53.0
299,Team A,4,32.0,55.0
299,Team A,5,3.0,16.0
299,Team A,6,2.0,62.0
299,Team A,7,6.0,33.0
299,Team A,8,45.0,61.0
299,Team A,9,23.0,25.0
299,Team A,10,47.0,27.0
299,Team B,0,65.0,9.0
299,Team B,1,101.0,5.0
299,Team B,2,76.0,8.0
299,Team B,3,61.0,19.0
299,Team B,4,36.0,43.0
299,Team B,5,20.0,29.0
299,Team B,6,22.0,35.0
299,Team B,7,76.0,20.0
299,Team B,8,87.0,28.0
299,Team B,9,70.0,61.0
299,Team B,10,43.0,13.0
300,Team A,0,45.0,43.0
300,Team A,1,54.0,14.0
300,Team A,2,54.0,24.0
300,Team A,3,68.0,52.0
300,Team A,4,33.0,56.0
300,Team A,5,4.0,17.0
300,Team A,6,1.0,63.0
300,Team A,7,6.0,33.0
300,Team A,8,45.0,61.0
300,Team A,9,24.0,24.0
300,Team A,10,48.0,28.0
300,Team B,0,65.0,9.0
300,Team B,1,100.0,6.0
300,Team B,2,76.0,8.0
300,Team B,3,61.0,19.0
300,Team B,4,35.0,44.0
300,Team B,5,20.0,29.0
300,Team B,6,23.0,36.0
300,Team B,7,76.0,21.0
300,Team B,8,88.0,27.0
300,Team B,9,69.0,62.0
300,Team B,10,44.0,14.0
301,Team A,0,45.0,43.0
301,Team A,1,55.0,15.0
301,Team A,2,54.0,24.0
301,Team A,3,69.0,53.0
301,Team A,4,33.0,56.0
301,Team A,5,3.0,16.0
301,Team A,6,0.0,62.0
301,Team A,7,6.0,33.0
301,Team A,8,44.0,60.0
301,Team A,9,23.0,25.0
301,Team A,10,47.0,29.0
301,Team B,0,65.0,9.0
301,Team B,1,100.0,6.0
301,Team B,2,76.0,8.0
301,Team B,3,61.0,19.0
301,Team B,4,35.0,44.0
301,Team B,5,20.0,29.0
301,Team B,6,22.0,35.0
301,Team B,7,76.0,22.0
301,Team B,8,88.0,27.0
301,Team B,9,70.0,61.0
301,Team B,10,43.0,13.0
302,Team A,0,46.0,42.0
302,Team A,1,55.0,15.0
302,Team A,2,55.0,25.0
302,Team A,3,68.0,54.0
302,Team A,4,33.0,56.0
302,Team A,5,4.0,15.0
302,Team A,6,1.0,62.0
302,Team A,7,6.0,33.0
302,Team A,8,45.0,59.0
302,Team A,9,23.0,25.0
302,Team A,10,48.0,28.0
302,Team B,0,65.0,9.0
302,Team B,1,100.0,6.0
302,Team B,2,76.0,8.0
302,Team B,3,61.0,19.0
302,Team B,4,35.0,44.0
302,Team B,5,19.0,30.0
302,Team B,6,22.0,35.0
302,Team B,7,76.0,22.0
302,Team B,8,88.0,27.0
302,Team B,9,70.0,61.0
302,Team B,10,43.0,13.0
303,Team A,0,45.0,43.0
303,Team A,1,55.0,15.0
303,Team A,2,54.0,24.0
303,Team A,3,69.0,53.0
303,Team A,4,34.0,55.0
303,Team A,5,3.0,16.0
303,Team A,6,2.0,63.0
303,Team A,7,6.0,33.0
303,Team A,8,46.0,58.0
303,Team A,9,23.0,25.0
303,Team A,10,48.0,28.0
303,Team B,0,65.0,9.0
303,Team B,1,100.0,6.0
303,Team B,2,76.0,8.0
303,Team B,3,62.0,20.0
303,Team B,4,34.0,43.0
303,Team B,5,20.0,29.0
303,Team B,6,23.0,36.0
303,Team B,7,76.0,22.0
303,Team B,8,87.0,26.0
303,Team B,9,69.0,60.0
303,Team B,10,43.0,13.0
304,Team A,0,44.0,42.0
304,Team A,1,56.0,14.0
304,Team A,2,54.0,24.0
304,Team A,3,69.0,53.0
304,Team A,4,33.0,56.0
304,Team A,5,4.0,15.0
304,Team A,6,2.0,62.0
304,Team A,7,6.0,33.0
304,Team A,8,45.0,59.0
304,Team A,9,23.0,25.0
304,Team A,10,47.0,29.0
304,Team B,0,65.0,9.0
304,Team B,1,100.0,6.0
304,Team B,2,76.0,8.0
304,Team B,3,63.0,19.0
304,Team B,4,35.0,44.0
304,Team B,5,21.0,28.0
304,Team B,6,22.0,35.0
304,Team B,7,77.0,21.0
304,Team B,8,88.0,27.0
304,Team B,9,70.0,61.0
304,Team B,10,43.0,13.0
305,Team A,0,45.0,43.0
305,Team A,1,55.0,15.0
305,Team A,2,54.0,24.0
305,Team A,3,70.0,52.0
305,Team A,4,34.0,55.0
305,Team A,5,3.0,15.0
305,Team A,6,2.0,62.0
305,Team A,7,7.0,34.0
305,Team A,8,45.0,60.0
305,Team A,9,23.0,25.0
305,Team A,10,48.0,28.0
305,Team B,0,65.0,9.0
305,Team B,1,100.0,6.0
305,Team B,2,76.0,8.0
305,Team B,3,62.0,20.0
305,Team B,4,35.0,44.0
305,Team B,5,20.0,27.0
305,Team B,6,22.0,35.0
305,Team B,7,76.0,22.0
305,Team B,8,88.0,27.0
305,Team B,9,71.0,62.0
305,Team B,10,42.0,14.0
306,Team A,0,45.0,43.0
306,Team A,1,55.0,15.0
306,Team A,2,54.0,24.0
306,Team A,3,69.0,53.0
306,Team A,4,33.0,56.0
306,Team A,5,2.0,15.0
306,Team A,6,2.0,62.0
306,Team A,7,6.0,33.0
306,Team A,8,45.0,61.0
306,Team A,9,24.0,26.0
306,Team A,10,48.0,28.0
306,Team B,0,65.0,9.0
306,Team B,1,100.0,6.0
306,Team B,2,76.0,8.0
306,Team B,3,61.0,19.0
306,Team B,4,35.0,44.0
306,Team B,5,20.0,28.0
306,Team B,6,22.0,35.0
306,Team B,7,77.0,23.0
306,Team B,8,88.0,27.0
306,Team B,9,70.0,61.0
306,Team B,10,43.0,13.0
307,Team A,0,45.0,43.0
307,Team A,1,55.0,15.0
307,Team A,2,54.0,24.0
307,Team A,3,69.0,53.0
307,Team A,4,34.0,57.0
307,Team A,5,2.0,15.0
307,Team A,6,2.0,62.0
307,Team A,7,7.0,34.0
307,Team A,8,45.0,61.0
307,Team A,9,23.0,25.0
307,Team A,10,48.0,28.0
307,Team B,0,65.0,9.0
307,Team B,1,101.0,7.0
307,Team B,2,77.0,7.0
307,Team B,3,61.0,19.0
307,Team B,4,35.0,44.0
307,Team B,5,20.0,29.0
307,Team B,6,23.0,34.0
307,Team B,7,76.0,22.0
307,Team B,8,88.0,27.0
307,Team B,9,70.0,61.0
307,Team B,10,42.0,12.0
308,Team A,0,45.0,43.0
308,Team A,1,55.0,15.0
308,Team A,2,54.0,24.0
308,Team A,3,68.0,54.0
308,Team A,4,35.0,56.0
308,Team A,5,2.0,15.0
308,Team A,6,2.0,62.0
308,Team A,7,6.0,33.0
308,Team A,8,46.0,60.0
308,Team A,9,23.0,25.0
308,Team A,10,47.0,27.0
308,Team B,0,66.0,10.0
308,Team B,1,102.0,6.0
308,Team B,2,76.0,8.0
308,Team B,3,62.0,18.0
308,Team B,4,35.0,44.0
308,Team B,5,20.0,29.0
308,Team B,6,22.0,35.0
308,Team B,7,76.0,22.0
308,Team B,8,88.0,27.0
308,Team B,9,70.0,61.0
308,Team B,10,43.0,13.0
309,Team A,0,45.0,43.0
309,Team A,1,54.0,14.0
309,Team A,2,54.0,24.0
309,Team A,3,67.0,55.0
309,Team A,4,34.0,56.0
309,Team A,5,2.0,15.0
309,Team A,6,2.0,62.0
309,Team A,7,6.0,33.0
309,Team A,8,45.0,61.0
309,Team A,9,23.0,25.0
309,Team A,10,48.0,28.0
309,Team B,0,65.0,9.0
309,Team B,1,101.0,6.0
309,Team B,2,76.0,8.0
309,Team B,3,61.0,19.0
309,Team B,4,35.0,44.0
309,Team B,5,19.0,28.0
309,Team B,6,23.0,34.0
309,Team B,7,76.0,22.0
309,Team B,8,87.0,28.0
309,Team B,9,69.0,62.0
309,Team B,10,43.0,13.0
310,Team A,0,45.0,43.0
310,Team A,1,55.0,15.0
310,Team A,2,54.0,24.0
310,Team A,3,68.0,54.0
310,Team A,4,33.0,56.0
310,Team A,5,2.0,15.0
310,Team A,6,2.0,62.0
310,Team A,7,6.0,33.0
310,Team A,8,45.0,61.0
310,Team A,9,23.0,25.0
310,Team A,10,48.0,28.0
310,Team B,0,66.0,8.0
310,Team B,1,100.0,6.0
310,Team B,2,77.0,7.0
310,Team B,3,62.0,20.0
310,Team B,4,35.0,44.0
310,Team B,5,20.0,29.0
310,Team B,6,22.0,35.0
310,Team B,7,76.0,22.0
310,Team B,8,86.0,29.0
310,Team B,9,68.0,63.0
310,Team B,10,44.0,12.0
311,Team A,0,45.0,43.0
311,Team A,1,55.0,15.0
311,Team A,2,54.0,24.0
311,Team A,3,69.0,55.0
311,Team A,4,33.0,56.0
311,Team A,5,2.0,15.0
311,Team A,6,2.0,62.0
311,Team A,7,5.0,34.0
311,Team A,8,45.0,61.0
311,Team A,9,23.0,25.0
311,Team A,10,48.0,28.0
311,Team B,0,65.0,9.0
311,Team B,1,99.0,5.0
311,Team B,2,76.0,8.0
311,Team B,3,61.0,19.0
311,Team B,4,35.0,44.0
311,Team B,5,21.0,28.0
311,Team B,6,22.0,35.0
311,Team B,7,77.0,23.0
311,Team B,8,87.0,28.0
311,Team B,9,67.0,64.0
311,Team B,10,43.0,13.0
312,Team A,0,46.0,44.0
312,Team A,1,55.0,15.0
312,Team A,2,54.0,24.0
312,Team A,3,69.0,54.0
312,Team A,4,32.0,57.0
312,Team A,5,2.0,15.0
312,Team A,6,2.0,62.0
312,Team A,7,4.0,33.0
312,Team A,8,46.0,60.0
312,Team A,9,23.0,25.0
312,Team A,10,49.0,27.0
312,Team B,0,65.0,9.0
312,Team B,1,100.0,6.0
312,Team B,2,77.0,9.0
312,Team B,3,61.0,19.0
312,Team B,4,35.0,44.0
312,Team B,5,20.0,29.0
312,Team B,6,22.0,35.0
312,Team B,7,76.0,22.0
312,Team B,8,88.0,27.0
312,Team B,9,68.0,63.0
312,Team B,10,43.0,13.0
313,Team A,0,47.0,45.0
313,Team A,1,55.0,15.0
313,Team A,2,54.0,24.0
313,Team A,3,70.0,53.0
313,Team A,4,33.0,56.0
313,Team A,5,2.0,15.0
313,Team A,6,2.0,62.0
313,Team A,7,5.0,33.0
313,Team A,8,45.0,61.0
313,Team A,9,23.0,25.0
313,Team A,10,48.0,26.0
313,Team B,0,65.0,9.0
313,Team B,1,100.0,6.0
313,Team B,2,76.0,8.0
313,Team B,3,61.0,19.0
313,Team B,4,35.0,44.0
313,Team B,5,20.0,29.0
313,Team B,6,22.0,35.0
313,Team B,7,75.0,21.0
313,Team B,8,88.0,27.0
313,Team B,9,69.0,62.0
313,Team B,10,43.0,13.0
314,Team A,0,46.0,46.0
314,Team A,1,56.0,16.0
314,Team A,2,54.0,24.0
314,Team A,3,69.0,53.0
314,Team A,4,33.0,56.0
314,Team A,5,2.0,15.0
314,Team A,6,1.0,63.0
314,Team A,7,4.0,34.0
314,Team A,8,45.0,61.0
314,Team A,9,23.0,25.0
314,Team A,10,48.0,27.0
314,Team B,0,65.0,9.0
314,Team B,1,99.0,7.0
314,Team B,2,76.0,8.0
314,Team B,3,61.0,19.0
314,Team B,4,35.0,44.0
314,Team B,5,20.0,29.0
314,Team B,6,23.0,34.0
314,Team B,7,76.0,22.0
314,Team B,8,89.0,28.0
314,Team B,9,70.0,63.0
314,Team B,10,43.0,13.0
315,Team A,0,45.0,47.0
315,Team A,1,55.0,17.0
315,Team A,2,54.0,24.0
315,Team A,3,69.0,53.0
315,Team A,4,33.0,56.0
315,Team A,5,2.0,15.0
315,Team A,6,2.0,64.0
315,Team A,7,5.0,33.0
315,Team A,8,44.0,60.0
315,Team A,9,23.0,25.0
315,Team A,10,48.0,28.0
315,Team B,0,65.0,9.0
315,Team B,1,100.0,6.0
315,Team B,2,76.0,8.0
315,Team B,3,61.0,19.0
315,Team B,4,35.0,44.0
315,Team B,5,20.0,29.0
315,Team B,6,22.0,35.0
315,Team B,7,77.0,23.0
315,Team B,8,88.0,27.0
315,Team B,9,70.0,62.0
315,Team B,10,43.0,13.0
316,Team A,0,44.0,46.0
316,Team A,1,55.0,16.0
316,Team A,2,54.0,24.0
316,Team A,3,69.0,53.0
316,Team A,4,33.0,56.0
316,Team A,5,1.0,16.0
316,Team A,6,2.0,63.0
316,Team A,7,4.0,34.0
316,Team A,8,45.0,61.0
316,Team A,9,23.0,25.0
316,Team A,10,48.0,28.0
316,Team B,0,64.0,8.0
316,Team B,1,100.0,6.0
316,Team B,2,76.0,8.0
316,Team B,3,62.0,18.0
316,Team B,4,35.0,44.0
316,Team B,5,20.0,29.0
316,Team B,6,22.0,35.0
316,Team B,7,76.0,22.0
316,Team B,8,88.0,27.0
316,Team B,9,70.0,61.0
316,Team B,10,42.0,14.0
317,Team A,0,45.0,45.0
317,Team A,1,55.0,15.0
317,Team A,2,54.0,24.0
317,Team A,3,69.0,53.0
317,Team A,4,33.0,56.0
317,Team A,5,2.0,15.0
317,Team A,6,2.0,62.0
317,Team A,7,5.0,33.0
317,Team A,8,45.0,61.0
317,Team A,9,22.0,24.0
317,Team A,10,48.0,28.0
317,Team B,0,63.0,7.0
317,Team B,1,99.0,7.0
317,Team B,2,76.0,8.0
317,Team B,3,63.0,19.0
317,Team B,4,36.0,45.0
317,Team B,5,20.0,29.0
317,Team B,6,22.0,35.0
317,Team B,7,75.0,23.0
317,Team B,8,88.0,27.0
317,Team B,9,70.0,61.0
317,Team B,10,43.0,13.0
318,Team A,0,45.0,44.0
318,Team A,1,54.0,14.0
318,Team A,2,53.0,25.0
318,Team A,3,69.0,53.0
318,Team A,4,33.0,56.0
318,Team A,5,2.0,15.0
318,Team A,6,2.0,62.0
318,Team A,7,6.0,33.0
318,Team A,8,45.0,61.0
318,Team A,9,23.0,25.0
318,Team A,10,48.0,28.0
318,Team B,0,64.0,8.0
318,Team B,1,100.0,6.0
318,Team B,2,76.0,8.0
318,Team B,3,62.0,19.0
318,Team B,4,35.0,44.0
318,Team B,5,21.0,28.0
318,Team B,6,22.0,35.0
318,Team B,7,76.0,22.0
318,Team B,8,88.0,27.0
318,Team B,9,70.0,61.0
318,Team B,10,43.0,13.0
319,Team A,0,45.0,43.0
319,Team A,1,55.0,15.0
319,Team A,2,54.0,24.0
319,Team A,3,70.0,54.0
319,Team A,4,33.0,56.0
319,Team A,5,2.0,15.0
319,Team A,6,3.0,63.0
319,Team A,7,7.0,34.0
319,Team A,8,46.0,62.0
319,Team A,9,23.0,25.0
319,Team A,10,48.0,28.0
319,Team B,0,65.0,9.0
319,Team B,1,99.0,7.0
319,Team B,2,76.0,8.0
319,Team B,3,61.0,19.0
319,Team B,4,34.0,43.0
319,Team B,5,22.0,29.0
319,Team B,6,23.0,34.0
319,Team B,7,76.0,22.0
319,Team B,8,88.0,27.0
319,Team B,9,70.0,61.0
319,Team B,10,43.0,13.0
320,Team A,0,45.0,43.0
320,Team A,1,55.0,15.0
320,Team A,2,54.0,24.0
320,Team A,3,69.0,53.0
320,Team A,4,32.0,55.0
320,Team A,5,2.0,15.0
320,Team A,6,2.0,62.0
320,Team A,7,8.0,33.0
320,Team A,8,47.0,63.0
320,Team A,9,23.0,25.0
320,Team A,10,48.0,28.0
320,Team B,0,65.0,9.0
320,Team B,1,98.0,6.0
320,Team B,2,76.0,8.0
320,Team B,3,61.0,19.0
320,Team B,4,35.0,42.0
320,Team B,5,21.0,29.0
320,Team B,6,22.0,35.0
320,Team B,7,75.0,21.0
320,Team B,8,88.0,27.0
320,Team B,9,70.0,61.0
320,Team B,10,43.0,13.0
321,Team A,0,45.0,43.0
321,Team A,1,55.0,15.0
321,Team A,2,54.0,24.0
321,Team A,3,70.0,54.0
321,Team A,4,33.0,56.0
321,Team A,5,2.0,15.0
321,Team A,6,1.0,63.0
